slot_id,city,area,parking_type,latitude,longitude,timestamp,year,month,day,hour,day_of_week,is_weekend,season,time_category,weather,is_event,demand_score,occupancy_rate,base_price,is_ev_charging,is_handicap,dynamic_price
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-10-29T17:25:55.713844,2025,10,29,17,2,0,autumn,evening,clear,0,67.24573980898775,0.7245300508744844,23.61,1,0,70.83
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-04-03T07:32:55.713844,2025,4,3,7,3,0,spring,morning,cloudy,0,57.52680566251614,0.5118689803436738,23.61,1,0,66.78
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-05-15T18:28:55.713844,2025,5,15,18,3,0,spring,evening,cloudy,0,61.8726834899952,0.7301114167288572,23.61,1,0,70.83
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-02-16T20:30:55.713844,2025,2,16,20,6,1,winter,evening,clear,0,42.12612824720579,0.44408297598494656,23.61,1,0,47.51
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-10-08T16:08:55.713844,2025,10,8,16,2,0,autumn,afternoon,clear,1,68.95820331301445,0.6920019435280554,23.61,1,0,70.83
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-03-12T19:59:55.713844,2025,3,12,19,2,0,spring,evening,clear,0,68.87723964764372,0.6828239619935752,23.61,1,0,70.83
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-01-22T22:22:55.713844,2025,1,22,22,2,0,winter,night,clear,0,43.200174551887315,0.4215836702715103,23.61,1,0,63.53
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-07-25T12:10:55.713844,2025,7,25,12,4,0,monsoon,afternoon,cloudy,0,56.82063377001596,0.6832023581945728,23.61,1,0,70.83
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-07-25T18:18:55.713844,2025,7,25,18,4,0,monsoon,evening,cloudy,0,63.34148878321513,0.639563558078103,23.61,1,0,70.83
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-05-27T17:41:55.713844,2025,5,27,17,1,0,spring,evening,clear,0,63.00704958319519,0.4991467892318125,23.61,1,0,70.83
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-01-29T13:57:55.713844,2025,1,29,13,2,0,winter,afternoon,cloudy,0,57.430390200497605,0.6560728400036914,23.61,1,0,70.83
Trichy-Thillai Nagar-01142,Trichy,Thillai Nagar,street,10.797711,78.701608,2025-07-02T04:32:55.713844,2025,7,2,4,2,0,monsoon,night,rainy,0,15.513608403482346,0.09266571650161241,23.61,1,0,26.17
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2025-08-25T00:23:55.713844,2025,8,25,0,0,0,monsoon,night,cloudy,0,30.938774902620256,0.2726076185621412,50.67,0,0,60.41
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2025-06-16T00:01:55.713844,2025,6,16,0,0,0,monsoon,night,rainy,1,47.551498379541954,0.5164240796052826,50.67,0,0,134.84
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2024-12-25T05:00:55.713844,2024,12,25,5,2,0,winter,night,clear,0,15.333888631603926,0.2486686947700913,50.67,0,0,67.03
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2025-09-26T05:25:55.713844,2025,9,26,5,4,0,autumn,night,cloudy,0,32.26184486160423,0.44922454068758655,50.67,0,0,100.32
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2024-11-17T09:36:55.713844,2024,11,17,9,6,1,autumn,morning,clear,0,94.2589542939011,0.8605556507730282,50.67,0,0,152.01
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2024-11-15T02:30:55.713844,2024,11,15,2,4,0,autumn,night,cloudy,0,19.243846270399775,0.15130141349883197,50.67,0,0,79.02
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2024-11-05T20:52:55.713844,2024,11,5,20,1,0,autumn,evening,clear,0,80.59160729673381,0.7476518997354583,50.67,0,0,152.01
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2025-06-10T19:58:55.713844,2025,6,10,19,1,0,monsoon,evening,cloudy,0,100.0,0.9968510961433956,50.67,0,0,152.01
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2024-11-17T17:46:55.713844,2024,11,17,17,6,1,autumn,evening,clear,1,100.0,1.0,50.67,0,0,152.01
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2025-02-25T01:22:55.713844,2025,2,25,1,1,0,winter,night,clear,0,24.34336684270346,0.13861151647304534,50.67,0,0,70.99
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2024-12-03T13:53:55.713844,2024,12,3,13,1,0,winter,afternoon,cloudy,0,82.75163774691259,0.9665653983926716,50.67,0,0,152.01
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2025-07-24T15:17:55.713844,2025,7,24,15,3,0,monsoon,afternoon,rainy,0,76.99624718422703,0.73845451943055,50.67,0,0,152.01
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2025-01-31T13:06:55.713844,2025,1,31,13,4,0,winter,afternoon,clear,0,84.85410597711282,0.8390289322811839,50.67,0,0,152.01
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2024-11-07T02:14:55.713844,2024,11,7,2,3,0,autumn,night,clear,0,21.676750320548635,0.20133057470814486,50.67,0,0,64.13
Trichy-Cantonment-00452,Trichy,Cantonment,commercial,10.798068,78.708533,2025-09-19T14:52:55.713844,2025,9,19,14,4,0,autumn,afternoon,cloudy,0,69.90365578887781,0.8375126498521027,50.67,0,0,152.01
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-10-11T18:27:55.713844,2025,10,11,18,5,1,autumn,evening,cloudy,0,63.82213215003549,0.5992262233301218,63.6,0,0,190.8
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-06-09T12:09:55.713844,2025,6,9,12,0,0,monsoon,afternoon,cloudy,0,63.81777212354267,0.5396553987532136,63.6,0,0,125.32
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-04-14T11:06:55.713844,2025,4,14,11,0,0,spring,morning,clear,0,45.69837778452066,0.49678657858105474,63.6,0,0,103.89
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-06-29T16:52:55.713844,2025,6,29,16,6,1,monsoon,afternoon,cloudy,0,31.469654427610227,0.2667580850815182,63.6,0,0,54.35
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-04-01T21:22:55.713844,2025,4,1,21,1,0,spring,night,rainy,0,44.697822002345454,0.48260431849497665,63.6,0,0,174.44
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-01-03T00:02:55.713844,2025,1,3,0,4,0,winter,night,rainy,0,19.235699674871427,0.10001748023026798,63.6,0,0,94.36
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-02-10T04:03:55.713844,2025,2,10,4,0,0,winter,night,clear,0,13.715448871657616,0.19696335883417362,63.6,0,0,55.02
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2024-11-24T17:11:55.713844,2024,11,24,17,6,1,autumn,evening,clear,0,54.073622053334404,0.42637395508858367,63.6,0,0,131.74
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-09-10T20:29:55.713844,2025,9,10,20,2,0,autumn,evening,rainy,0,53.78154876707051,0.6221875920200162,63.6,0,0,190.8
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-05-13T21:06:55.713844,2025,5,13,21,1,0,spring,night,clear,0,53.782615981092945,0.523756300624416,63.6,0,0,142.62
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2024-12-03T07:03:55.713844,2024,12,3,7,1,0,winter,morning,clear,0,68.61367175621288,0.604066211246104,63.6,0,0,190.8
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-04-24T22:38:55.713844,2025,4,24,22,3,0,spring,night,clear,0,52.70014655938809,0.4378809599051261,63.6,0,0,140.71
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2024-11-13T08:14:55.713844,2024,11,13,8,2,0,autumn,morning,rainy,0,58.12647749598936,0.6318598625965476,63.6,0,0,190.8
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2024-11-30T06:41:55.713844,2024,11,30,6,5,1,autumn,morning,clear,0,48.207111667543145,0.43074332268578375,63.6,0,0,114.13
Trichy-Cantonment-00537,Trichy,Cantonment,street,10.807437,78.716509,2025-04-15T17:55:55.713844,2025,4,15,17,1,0,spring,evening,rainy,0,73.91354841070516,0.6885343115455359,63.6,0,0,190.8
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-08-05T18:29:55.713844,2025,8,5,18,1,0,monsoon,evening,stormy,0,69.153176016845,0.8083638893896936,39.74,0,0,119.22
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-05-06T10:36:55.713844,2025,5,6,10,1,0,spring,morning,clear,0,46.00213337020993,0.3338903185042931,39.74,0,0,65.38
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-04-08T20:31:55.713844,2025,4,8,20,1,0,spring,evening,rainy,0,46.115338633751286,0.5447892489180417,39.74,0,0,110.59
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-05-26T07:37:55.713844,2025,5,26,7,0,0,spring,morning,clear,0,68.88012641520638,0.7119790412461185,39.74,0,0,119.22
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-07-17T04:20:55.713844,2025,7,17,4,3,0,monsoon,night,stormy,0,18.0514002082814,0.18114075426680798,39.74,0,0,44.41
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-10-25T05:31:55.713844,2025,10,25,5,5,1,autumn,night,cloudy,0,3.4963587052630984,0.0,39.74,0,0,32.43
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-02-23T08:13:55.713844,2025,2,23,8,6,1,winter,morning,clear,0,55.10075331456084,0.611756899674175,39.74,0,0,94.38
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-09-18T07:03:55.713844,2025,9,18,7,3,0,autumn,morning,clear,0,73.6406770131172,0.74391121236353,39.74,0,0,119.22
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-03-03T10:41:55.713844,2025,3,3,10,0,0,spring,morning,cloudy,0,50.849984588515774,0.4700863655674356,39.74,0,0,66.18
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-08-28T03:28:55.713844,2025,8,28,3,3,0,monsoon,night,rainy,1,8.252317122604621,0.1483631817402942,39.74,0,0,45.99
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2024-12-10T01:13:55.713844,2024,12,10,1,1,0,winter,night,clear,0,22.716358739992792,0.21771567013656593,39.74,0,0,37.3
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-09-04T22:35:55.713844,2025,9,4,22,3,0,autumn,night,clear,0,37.9203271794007,0.25930009388033887,39.74,0,0,67.98
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-08-11T18:35:55.713844,2025,8,11,18,0,0,monsoon,evening,rainy,0,60.64518721061079,0.7549542395785127,39.74,0,0,119.22
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-07-31T14:47:55.713844,2025,7,31,14,3,0,monsoon,afternoon,cloudy,0,35.409344396908295,0.22585217326696558,39.74,0,0,46.69
Trichy-Palakarai-00216,Trichy,Palakarai,street,10.779839,78.720991,2025-05-07T00:42:55.713844,2025,5,7,0,2,0,spring,night,clear,0,12.587631685686713,0.0880095345519656,39.74,0,0,30.58
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2024-11-04T02:36:55.713844,2024,11,4,2,0,0,autumn,night,clear,0,21.255181731915822,0.3548925917807061,60.67,0,0,59.63
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2024-11-04T01:08:55.713844,2024,11,4,1,0,0,autumn,night,clear,0,20.047212612985973,0.3164524953761982,60.67,0,0,59.27
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2024-12-17T01:47:55.713844,2024,12,17,1,1,0,winter,night,cloudy,0,17.67568215458418,0.22955094246250485,60.67,0,0,53.92
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2024-11-13T18:38:55.713844,2024,11,13,18,2,0,autumn,evening,cloudy,0,65.72847283441968,0.5342187872380856,60.67,0,0,178.42
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2025-05-14T09:20:55.713844,2025,5,14,9,2,0,spring,morning,rainy,0,61.49640222636475,0.4650708810274658,60.67,0,0,182.01
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2025-05-14T10:07:55.713844,2025,5,14,10,2,0,spring,morning,clear,0,52.45830069460416,0.6459631280384645,60.67,0,0,124.23
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2025-06-28T17:58:55.713844,2025,6,28,17,5,1,monsoon,evening,rainy,0,65.60876923302445,0.6631088749180098,60.67,0,0,182.01
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2025-01-28T12:26:55.713844,2025,1,28,12,1,0,winter,afternoon,clear,0,47.95428777405944,0.3484840016001952,60.67,0,0,133.66
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2025-10-08T16:30:55.713844,2025,10,8,16,2,0,autumn,afternoon,cloudy,0,48.811701822514955,0.6313934873217082,60.67,0,0,120.58
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2025-07-18T14:36:55.713844,2025,7,18,14,4,0,monsoon,afternoon,cloudy,1,67.47262632647121,0.8108437143732619,60.67,0,0,182.01
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2024-12-12T07:56:55.713844,2024,12,12,7,3,0,winter,morning,cloudy,0,64.4843709880931,0.6589104432135909,60.67,0,0,182.01
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2025-01-12T10:14:55.713844,2025,1,12,10,6,1,winter,morning,cloudy,0,37.30288040402622,0.25948084374251645,60.67,0,0,65.37
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2024-11-19T17:06:55.713844,2024,11,19,17,1,0,autumn,evening,clear,0,74.09616246748075,0.6018188034428609,60.67,0,0,182.01
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2025-02-06T07:58:55.713844,2025,2,6,7,3,0,winter,morning,cloudy,1,97.69213501170157,0.9578767704346527,60.67,0,0,182.01
Trichy-Palakarai-00432,Trichy,Palakarai,street,10.783732,78.710297,2025-02-06T23:27:55.713844,2025,2,6,23,3,0,winter,night,cloudy,0,39.4284320696122,0.25229941136665174,60.67,0,0,62.89
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-10-23T12:24:55.713844,2025,10,23,12,3,0,autumn,afternoon,cloudy,0,56.20545331885081,0.4551212267901589,24.35,1,0,58.32
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-10-24T02:03:55.713844,2025,10,24,2,4,0,autumn,night,clear,0,5.4990530240192435,0.1951679024951047,24.35,1,0,26.85
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-05-06T11:10:55.713844,2025,5,6,11,1,0,spring,morning,cloudy,1,60.309357211936685,0.5177598511610898,24.35,1,0,64.71
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2024-12-19T10:49:55.713844,2024,12,19,10,3,0,winter,morning,clear,0,43.966966378283985,0.3653613329846644,24.35,1,0,49.92
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2024-11-10T01:41:55.713844,2024,11,10,1,6,1,autumn,night,clear,0,2.3380224748819973,0.0,24.35,1,0,14.82
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-05-24T15:47:55.713844,2025,5,24,15,5,1,spring,afternoon,clear,0,32.49608006976638,0.2511488681509915,24.35,1,0,39.47
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2024-12-04T22:36:55.713844,2024,12,4,22,2,0,winter,night,clear,0,46.419626585358756,0.5089968577081355,24.35,1,0,65.66
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-06-26T12:01:55.713844,2025,6,26,12,3,0,monsoon,afternoon,stormy,1,73.97271488203404,0.6019477503419166,24.35,1,0,73.05
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-09-18T20:54:55.713844,2025,9,18,20,3,0,autumn,evening,clear,0,49.738191559148305,0.5343512405212009,24.35,1,0,60.47
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-09-26T00:34:55.713844,2025,9,26,0,4,0,autumn,night,rainy,0,11.109574370331506,0.1721576975444318,24.35,1,0,35.01
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2024-11-06T22:36:55.713844,2024,11,6,22,2,0,autumn,night,clear,0,41.815588732663976,0.5123599571606899,24.35,1,0,58.73
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-04-07T09:53:55.713844,2025,4,7,9,0,0,spring,morning,rainy,0,66.35709030797528,0.7160130448372521,24.35,1,0,73.05
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-09-27T01:42:55.713844,2025,9,27,1,5,1,autumn,night,clear,0,2.3547082327660487,0.042398522360456194,24.35,1,0,21.96
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-10-01T01:37:55.713844,2025,10,1,1,2,0,autumn,night,clear,0,22.05471607230058,0.2933620585169322,24.35,1,0,23.27
Trichy-Thillai Nagar-00234,Trichy,Thillai Nagar,street,10.792442,78.682354,2025-03-18T01:47:55.713844,2025,3,18,1,1,0,spring,night,clear,1,21.20329816999665,0.20167510910814102,24.35,1,0,30.25
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2024-11-30T07:53:55.713844,2024,11,30,7,5,1,autumn,morning,clear,0,41.62549992473177,0.38510026335562203,22.06,0,0,43.13
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-09-11T03:08:55.713844,2025,9,11,3,3,0,autumn,night,clear,1,6.970796322503799,0.01524761123616547,22.06,0,0,17.43
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-03-07T11:45:55.713844,2025,3,7,11,4,0,spring,morning,cloudy,0,22.286911914893224,0.32304771761449247,22.06,0,0,31.37
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-07-08T14:53:55.713844,2025,7,8,14,1,0,monsoon,afternoon,cloudy,0,27.726754274738248,0.2827732669213606,22.06,0,0,19.16
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-10-03T12:19:55.713844,2025,10,3,12,4,0,autumn,afternoon,cloudy,0,28.449453675079656,0.20614039917027768,22.06,0,0,33.83
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-04-06T15:12:55.713844,2025,4,6,15,6,1,spring,afternoon,clear,0,27.493412361748113,0.16911265917087434,22.06,0,0,15.95
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2024-12-31T02:01:55.713844,2024,12,31,2,1,0,winter,night,cloudy,0,13.600573454661795,0.2142643274338152,22.06,0,0,15.5
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-08-23T06:15:55.713844,2025,8,23,6,5,1,monsoon,morning,stormy,0,12.940942665936701,0.16823148390394663,22.06,0,0,29.07
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-01-25T13:28:55.713844,2025,1,25,13,5,1,winter,afternoon,rainy,0,26.159316045859278,0.3993969120436081,22.06,0,0,47.07
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-01-17T20:44:55.713844,2025,1,17,20,4,0,winter,evening,clear,0,23.128614510946996,0.2727590286651548,22.06,0,0,37.72
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2024-11-30T15:53:55.713844,2024,11,30,15,5,1,autumn,afternoon,cloudy,0,18.44547718093955,0.1138876025877248,22.06,0,0,21.49
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-05-16T14:02:55.713844,2025,5,16,14,4,0,spring,afternoon,cloudy,0,26.146563503370107,0.15311613520580894,22.06,0,0,26.85
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-01-14T16:16:55.713844,2025,1,14,16,1,0,winter,afternoon,clear,0,29.571377116229684,0.28504980181598905,22.06,0,0,24.24
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-01-07T00:48:55.713844,2025,1,7,0,1,0,winter,night,clear,0,11.70991761267543,0.1688336444454619,22.06,0,0,16.03
Trichy-Anna Nagar-00746,Trichy,Anna Nagar,residential,10.812081,78.692179,2025-06-11T11:50:55.713844,2025,6,11,11,2,0,monsoon,morning,cloudy,0,15.488126153647102,0.22376967045873836,22.06,0,0,18.53
Trichy-Cantonment-01163,Trichy,Cantonment,street,10.797974,78.719602,2025-03-01T00:06:55.713844,2025,3,1,0,5,1,spring,night,cloudy,0,13.405854750917106,0.0,56.92,0,0,48.6
Trichy-Cantonment-01163,Trichy,Cantonment,street,10.797974,78.719602,2025-09-16T18:09:55.713844,2025,9,16,18,1,0,autumn,evening,clear,0,65.1729356043521,0.5810532995601081,56.92,0,0,166.67
Trichy-Cantonment-01163,Trichy,Cantonment,street,10.797974,78.719602,2025-03-12T00:36:55.713844,2025,3,12,0,2,0,spring,night,clear,0,15.404970860963417,0.2712502711833299,56.92,0,0,45.86
Trichy-Cantonment-01163,Trichy,Cantonment,street,10.797974,78.719602,2025-07-09T22:07:55.713844,2025,7,9,22,2,0,monsoon,night,cloudy,0,41.9460474100183,0.46680947341175866,56.92,0,0,106.14
Trichy-Cantonment-01163,Trichy,Cantonment,street,10.797974,78.719602,2025-04-11T22:59:55.713844,2025,4,11,22,4,0,spring,night,clear,1,70.90097213529685,0.7575445050566602,56.92,0,0,170.76
